,Navn,Stasjon,Tid(norsk normaltid),Maksimumstemperatur (døgn),Middeltemperatur (døgn),Minimumstemperatur (døgn),Nedbør (døgn),Høyeste middelvind (døgn),År,Dag nummer
748,Oslo - Blindern,SN18700,2021-01-18 00:00:00+00:00,-2.2,-3.0,-5.8,0.9,4.3,2021,18
749,Oslo - Blindern,SN18700,2021-01-19 00:00:00+00:00,0.2,-0.6,-2.4,2.9,4.9,2021,19
750,Oslo - Blindern,SN18700,2021-01-20 00:00:00+00:00,1.2,0.7,-0.3,2.6,6.5,2021,20
751,Oslo - Blindern,SN18700,2021-01-21 00:00:00+00:00,4.1,3.1,1.0,13.4,8.2,2021,21
752,Oslo - Blindern,SN18700,2021-01-22 00:00:00+00:00,4.5,3.2,2.2,17.1,10.8,2021,22
753,Oslo - Blindern,SN18700,2021-01-23 00:00:00+00:00,4.4,1.7,0.3,3.7,5.1,2021,23
754,Oslo - Blindern,SN18700,2021-01-24 00:00:00+00:00,0.3,-0.4,-2.3,0.2,2.9,2021,24
755,Oslo - Blindern,SN18700,2021-01-25 00:00:00+00:00,-0.1,-4.8,-7.6,0.4,4.4,2021,25
756,Oslo - Blindern,SN18700,2021-01-26 00:00:00+00:00,-2.4,-7.7,-9.9,0.0,3.1,2021,26
757,Oslo - Blindern,SN18700,2021-01-27 00:00:00+00:00,-3.2,-8.4,-11.5,0.0,2.4,2021,27
758,Oslo - Blindern,SN18700,2021-01-28 00:00:00+00:00,-4.1,-8.9,-10.9,0.0,3.3,2021,28
759,Oslo - Blindern,SN18700,2021-01-29 00:00:00+00:00,-7.1,-11.3,-13.7,0.0,3.5,2021,29
760,Oslo - Blindern,SN18700,2021-01-30 00:00:00+00:00,-6.9,-11.2,-14.5,0.0,3.8,2021,30
761,Oslo - Blindern,SN18700,2021-01-31 00:00:00+00:00,-4.8,-9.6,-12.4,0.0,2.2,2021,31
762,Oslo - Blindern,SN18700,2021-02-01 00:00:00+00:00,-5.8,-8.9,-11.5,0.2,3.5,2021,32
763,Oslo - Blindern,SN18700,2021-02-02 00:00:00+00:00,-5.0,-6.4,-10.2,0.2,6.5,2021,33
764,Oslo - Blindern,SN18700,2021-02-03 00:00:00+00:00,-4.9,-7.1,-8.6,1.1,6.9,2021,34
765,Oslo - Blindern,SN18700,2021-02-04 00:00:00+00:00,-6.0,-9.0,-11.2,0.1,6.8,2021,35
766,Oslo - Blindern,SN18700,2021-02-05 00:00:00+00:00,-3.7,-7.2,-11.1,0.0,5.8,2021,36
767,Oslo - Blindern,SN18700,2021-02-06 00:00:00+00:00,-3.6,-6.4,-8.5,0.0,6.0,2021,37
768,Oslo - Blindern,SN18700,2021-02-07 00:00:00+00:00,-4.5,-6.7,-8.2,0.0,7.9,2021,38
769,Oslo - Blindern,SN18700,2021-02-08 00:00:00+00:00,-2.8,-5.3,-9.2,0.0,6.9,2021,39
770,Oslo - Blindern,SN18700,2021-02-09 00:00:00+00:00,-3.3,-6.4,-7.6,0.3,7.2,2021,40
771,Oslo - Blindern,SN18700,2021-02-10 00:00:00+00:00,-3.8,-8.2,-12.9,0.0,6.7,2021,41
772,Oslo - Blindern,SN18700,2021-02-11 00:00:00+00:00,-4.3,-8.3,-11.7,0.0,8.1,2021,42
773,Oslo - Blindern,SN18700,2021-02-12 00:00:00+00:00,-0.6,-7.9,-13.3,0.0,3.8,2021,43
774,Oslo - Blindern,SN18700,2021-02-13 00:00:00+00:00,-2.5,-8.8,-13.5,0.0,2.8,2021,44
775,Oslo - Blindern,SN18700,2021-02-14 00:00:00+00:00,-3.4,-9.8,-14.1,0.0,3.0,2021,45
776,Oslo - Blindern,SN18700,2021-02-15 00:00:00+00:00,-4.4,-6.2,-11.6,0.0,4.3,2021,46
777,Oslo - Blindern,SN18700,2021-02-16 00:00:00+00:00,-1.8,-2.5,-4.4,4.3,4.4,2021,47
778,Oslo - Blindern,SN18700,2021-02-17 00:00:00+00:00,-1.3,-2.5,-3.7,2.7,6.5,2021,48
779,Oslo - Blindern,SN18700,2021-02-18 00:00:00+00:00,-1.3,-2.1,-3.2,6.3,3.6,2021,49
780,Oslo - Blindern,SN18700,2021-02-19 00:00:00+00:00,1.7,0.5,-1.4,4.5,5.0,2021,50
781,Oslo - Blindern,SN18700,2021-02-20 00:00:00+00:00,3.2,2.5,0.5,3.8,5.4,2021,51
782,Oslo - Blindern,SN18700,2021-02-21 00:00:00+00:00,3.3,2.6,2.2,3.5,3.3,2021,52
783,Oslo - Blindern,SN18700,2021-02-22 00:00:00+00:00,4.6,3.3,1.9,0.3,3.0,2021,53
784,Oslo - Blindern,SN18700,2021-02-23 00:00:00+00:00,4.5,1.7,1.0,0.3,3.7,2021,54
785,Oslo - Blindern,SN18700,2021-02-24 00:00:00+00:00,6.0,4.2,1.0,0.5,5.7,2021,55
786,Oslo - Blindern,SN18700,2021-02-25 00:00:00+00:00,4.8,3.6,3.5,0.5,3.8,2021,56
787,Oslo - Blindern,SN18700,2021-02-26 00:00:00+00:00,12.4,4.5,-0.5,0.0,5.6,2021,57
788,Oslo - Blindern,SN18700,2021-02-27 00:00:00+00:00,7.3,1.8,-1.4,0.0,4.0,2021,58
789,Oslo - Blindern,SN18700,2021-02-28 00:00:00+00:00,11.7,4.2,0.2,0.0,3.1,2021,59
790,Oslo - Blindern,SN18700,2021-03-01 00:00:00+00:00,5.5,1.9,-2.9,0.0,2.9,2021,60
791,Oslo - Blindern,SN18700,2021-03-02 00:00:00+00:00,12.4,5.3,2.1,0.0,4.3,2021,61
792,Oslo - Blindern,SN18700,2021-03-03 00:00:00+00:00,5.7,-1.2,-2.2,0.0,2.6,2021,62
793,Oslo - Blindern,SN18700,2021-03-04 00:00:00+00:00,5.4,1.9,-1.8,0.0,7.2,2021,63
794,Oslo - Blindern,SN18700,2021-03-05 00:00:00+00:00,5.9,0.7,-2.9,0.0,6.0,2021,64
795,Oslo - Blindern,SN18700,2021-03-06 00:00:00+00:00,7.7,2.2,-4.2,0.0,6.9,2021,65
796,Oslo - Blindern,SN18700,2021-03-07 00:00:00+00:00,7.1,1.2,-0.1,0.0,9.2,2021,66
797,Oslo - Blindern,SN18700,2021-03-08 00:00:00+00:00,3.9,-1.0,-5.5,0.0,4.9,2021,67
798,Oslo - Blindern,SN18700,2021-03-09 00:00:00+00:00,6.9,2.1,-2.6,0.0,3.4,2021,68
799,Oslo - Blindern,SN18700,2021-03-10 00:00:00+00:00,4.6,-1.8,-3.7,1.8,5.6,2021,69
800,Oslo - Blindern,SN18700,2021-03-11 00:00:00+00:00,1.3,0.3,-1.2,12.9,5.6,2021,70
801,Oslo - Blindern,SN18700,2021-03-12 00:00:00+00:00,7.2,2.0,-0.3,12.3,4.1,2021,71
802,Oslo - Blindern,SN18700,2021-03-13 00:00:00+00:00,4.7,0.9,-3.6,0.0,2.7,2021,72
803,Oslo - Blindern,SN18700,2021-03-14 00:00:00+00:00,7.0,2.5,-0.3,0.0,3.6,2021,73
804,Oslo - Blindern,SN18700,2021-03-15 00:00:00+00:00,8.8,4.0,0.3,0.2,7.4,2021,74
805,Oslo - Blindern,SN18700,2021-03-16 00:00:00+00:00,7.0,2.7,-0.6,0.0,5.4,2021,75
806,Oslo - Blindern,SN18700,2021-03-17 00:00:00+00:00,6.8,1.7,-2.5,0.0,5.8,2021,76
807,Oslo - Blindern,SN18700,2021-03-18 00:00:00+00:00,8.7,3.7,-2.6,0.0,4.5,2021,77
808,Oslo - Blindern,SN18700,2021-03-19 00:00:00+00:00,6.1,1.1,-0.8,0.1,6.0,2021,78
809,Oslo - Blindern,SN18700,2021-03-20 00:00:00+00:00,6.2,2.3,-3.2,0.0,4.2,2021,79
810,Oslo - Blindern,SN18700,2021-03-21 00:00:00+00:00,7.7,4.8,-0.7,0.0,7.5,2021,80
811,Oslo - Blindern,SN18700,2021-03-22 00:00:00+00:00,12.9,6.6,-0.6,0.0,4.9,2021,81
812,Oslo - Blindern,SN18700,2021-03-23 00:00:00+00:00,12.8,6.2,0.8,0.0,6.1,2021,82
813,Oslo - Blindern,SN18700,2021-03-24 00:00:00+00:00,12.1,5.7,1.0,0.0,6.6,2021,83
814,Oslo - Blindern,SN18700,2021-03-25 00:00:00+00:00,10.4,4.7,-0.3,0.0,5.5,2021,84
815,Oslo - Blindern,SN18700,2021-03-26 00:00:00+00:00,6.7,3.8,-0.5,0.0,5.2,2021,85
816,Oslo - Blindern,SN18700,2021-03-27 00:00:00+00:00,6.6,4.5,3.8,0.8,6.2,2021,86
817,Oslo - Blindern,SN18700,2021-03-28 00:00:00+00:00,7.9,2.9,-2.8,3.0,5.5,2021,87
818,Oslo - Blindern,SN18700,2021-03-29 00:00:00+00:00,12.7,7.7,4.2,2.8,6.7,2021,88
819,Oslo - Blindern,SN18700,2021-03-30 00:00:00+00:00,18.6,11.8,6.0,0.0,7.3,2021,89
820,Oslo - Blindern,SN18700,2021-03-31 00:00:00+00:00,15.2,6.1,5.4,0.0,8.4,2021,90
821,Oslo - Blindern,SN18700,2021-04-01 00:00:00+00:00,11.2,5.1,0.0,0.0,4.7,2021,91
